2023-04-23 00:00:00	5800
2023-04-24 14:30:00	6628
2023-04-24 17:26:00	10000
2023-04-24 19:07:26	14114
2023-04-24 19:21:54	14603
2023-04-24 19:28:20	14814
2023-04-24 19:35:39	15019
2023-04-24 19:38:50	15117
2023-04-24 19:42:33	15217
2023-04-24 19:50:35	15469
2023-04-24 19:52:10	15510
2023-04-24 20:09:42	15982
2023-04-24 20:19:04	16222
2023-04-24 20:26:50	16407
2023-04-24 20:30:20	16505
2023-04-24 20:35:08	16655
2023-04-24 20:42:07	16864
2023-04-24 20:52:19	17194
2023-04-24 21:06:03	17584
2023-04-24 21:16:10	17867
2023-04-24 21:23:08	18057
2023-04-24 21:32:11	18287
2023-04-24 21:42:17	18573
2023-04-24 21:52:12	18825
2023-04-24 22:07:47	19198
2023-04-24 22:21:50	19520
2023-04-24 22:32:32	19630
2023-04-24 22:47:25	19852
2023-04-24 22:52:12	19870
2023-04-24 23:06:41	20178
2023-04-24 23:18:05	20317
2023-04-24 23:25:10	20365
2023-04-24 23:32:18	20452
2023-04-24 23:42:16	20595
2023-04-24 23:52:16	20673
2023-04-25 00:07:14	20906
2023-04-25 00:22:12	20986
2023-04-25 00:32:13	21049
2023-04-25 00:42:15	21091
2023-04-25 00:52:19	21136
2023-04-25 01:07:29	21180
2023-04-25 01:20:41	21222
2023-04-25 01:32:41	21295
2023-04-25 01:42:16	21346
2023-04-25 01:52:24	21389
2023-04-25 02:40:37	21616
2023-04-25 03:55:53	21799
2023-04-25 04:27:47	21851
2023-04-25 04:43:51	21881
2023-04-25 04:52:06	21901
2023-04-25 05:08:21	21938
2023-04-25 05:22:09	21970
2023-04-25 05:32:45	21996
2023-04-25 05:42:19	22026
2023-04-25 05:52:20	22054
2023-04-25 06:09:18	22120
2023-04-25 06:26:14	22215
2023-04-25 06:34:25	22269
2023-04-25 06:42:10	22331
2023-04-25 06:52:15	22395
2023-04-25 07:07:26	22530
2023-04-25 07:22:29	22708
2023-04-25 07:32:32	22821
2023-04-25 07:42:10	22966
2023-04-25 07:52:09	23096
2023-04-25 08:03:35	23278
2023-04-25 08:10:21	23396
2023-04-25 08:18:49	23532
2023-04-25 08:29:33	23725
2023-04-25 08:38:08	23873
2023-04-25 08:45:18	24005
2023-04-25 08:52:19	24130
2023-04-25 09:07:28	24377
2023-04-25 09:19:11	24602
2023-04-25 09:26:08	24735
2023-04-25 09:33:21	24853
2023-04-25 09:42:12	25017
2023-04-25 09:52:24	25169
2023-04-25 10:10:19	25446
2023-04-25 10:29:32	25796
2023-04-25 10:37:51	25922
2023-04-25 10:41:11	25989
2023-04-25 10:44:48	26070
2023-04-25 10:52:14	26196
2023-04-25 10:54:57	26239
2023-04-25 11:08:04	26434
2023-04-25 11:21:14	26636
2023-04-25 11:32:38	26819
2023-04-25 11:42:19	26966
2023-04-25 11:52:19	27133
2023-04-25 12:08:23	27371
2023-04-25 12:25:52	27632
2023-04-25 12:33:43	27765
